timestamp,container_name,status,health,action_taken,restart_count,environment
2025-11-27T10:21:59.291030,cicd-dashboard,running,healthy,healthy,0,prod
2025-11-27T10:21:59.291030,cicd-mcp,running,healthy,healthy,0,prod
2025-11-27T10:21:59.291030,cicd-agents,running,healthy,healthy,0,prod
2025-11-27T10:21:59.291030,cicd-redis,running,healthy,healthy,0,prod
