timestamp,app_name,healthy,workers,environment
2025-12-02T10:14:29.181961,sample-frontend,True,1,stage
2025-12-02T10:15:27.283037,sample-frontend,True,1,stage
2025-12-02T10:16:52.253470,sample-frontend,True,1,stage
