timestamp,container_name,status,health,action_taken,restart_count,environment
2025-11-27T10:21:59.285600,cicd-dashboard,running,healthy,healthy,0,stage
2025-11-27T10:21:59.285600,cicd-mcp,running,healthy,healthy,0,stage
2025-11-27T10:21:59.285600,cicd-agents,running,healthy,healthy,0,stage
2025-11-27T10:21:59.285600,cicd-redis,running,healthy,healthy,0,stage
