timestamp,app_name,action,status,response_time_ms,environment
2025-12-02T10:14:29.178527,sample-frontend,deploy,success,510.55455207824707,stage
2025-12-02T10:15:27.282039,sample-frontend,deploy,success,514.385461807251,stage
2025-12-02T10:16:52.251326,sample-frontend,deploy,success,507.34567642211914,stage
